timestamp,source_ip,username,action
2026-03-27 17:01:35,192.168.1.13,eve,login_success
2026-03-27 17:02:38,192.168.1.12,dave,logout
2026-03-27 17:02:39,192.168.1.11,dave,sudo
2026-03-27 17:02:46,192.168.1.22,eve,login_success
2026-03-27 17:02:52,192.168.1.23,alice,login_success
2026-03-27 17:03:39,192.168.1.21,alice,logout
2026-03-27 17:03:43,192.168.1.11,carol,login_success
2026-03-27 17:03:50,192.168.1.20,carol,login_success
2026-03-27 17:07:03,192.168.1.23,eve,logout
2026-03-27 17:09:48,192.168.1.22,alice,login_success
2026-03-27 17:12:16,192.168.1.10,dave,login_success
2026-03-27 17:12:45,192.168.1.21,dave,login_success
2026-03-27 17:14:49,192.168.1.18,dave,login_success
2026-03-27 17:15:15,192.168.1.10,eve,login_success
2026-03-27 17:16:41,192.168.1.13,eve,login_success
2026-03-27 17:16:43,192.168.1.22,bob,login_failure
2026-03-27 17:17:20,192.168.1.23,bob,sudo
2026-03-27 17:19:22,192.168.1.11,eve,login_success
2026-03-27 17:19:30,192.168.1.23,alice,login_success
2026-03-27 17:20:10,192.168.1.16,eve,sudo
2026-03-27 17:21:05,192.168.1.23,bob,sudo
2026-03-27 17:25:33,192.168.1.11,dave,logout
2026-03-27 17:25:45,192.168.1.20,dave,login_success
2026-03-27 17:27:57,192.168.1.19,dave,login_success
2026-03-27 17:30:18,192.168.1.10,bob,login_success
2026-03-27 17:30:32,192.168.1.24,eve,login_success
2026-03-27 17:31:33,192.168.1.20,carol,login_success
2026-03-27 17:32:47,192.168.1.24,bob,logout
2026-03-27 17:33:18,192.168.1.17,eve,login_failure
2026-03-27 17:33:20,192.168.1.24,carol,login_success
2026-03-27 17:33:27,192.168.1.11,carol,login_success
2026-03-27 17:35:12,192.168.1.15,eve,login_success
2026-03-27 17:35:14,192.168.1.19,bob,login_success
2026-03-27 17:35:35,192.168.1.15,alice,login_success
2026-03-27 17:36:06,192.168.1.11,eve,login_success
2026-03-27 17:37:42,192.168.1.17,bob,login_success
2026-03-27 17:38:05,192.168.1.24,alice,login_success
2026-03-27 17:39:42,192.168.1.16,carol,login_success
2026-03-27 17:40:37,192.168.1.18,carol,login_success
2026-03-27 17:41:40,192.168.1.19,carol,logout
2026-03-27 17:43:39,192.168.1.11,bob,logout
2026-03-27 17:47:34,192.168.1.10,carol,login_success
2026-03-27 17:47:45,192.168.1.11,bob,logout
2026-03-27 17:48:33,192.168.1.19,carol,logout
2026-03-27 17:49:43,192.168.1.23,carol,login_success
2026-03-27 17:49:53,192.168.1.16,bob,sudo
2026-03-27 17:51:07,192.168.1.22,eve,sudo
2026-03-27 17:51:15,192.168.1.21,bob,login_success
2026-03-27 17:51:41,192.168.1.18,alice,sudo
2026-03-27 17:52:11,192.168.1.18,carol,login_success
2026-03-27 17:53:15,192.168.1.17,eve,sudo
2026-03-27 17:55:09,192.168.1.15,alice,login_success
2026-03-27 17:55:43,192.168.1.22,alice,logout
2026-03-27 17:56:45,192.168.1.15,bob,sudo
2026-03-27 17:56:55,192.168.1.15,eve,login_success
